txn_id,property_id,sale_price,sale_date,price_per_sqft,transaction_type,sale_year,sale_month,sale_quarter
1034,417,2305194.0,2021-04-03,8322.0,Resale,2021,4,2
1035,418,20913620.84,2019-02-13,10519.93,Resale,2019,2,1
1036,419,20355773.15,2023-06-30,13261.09,Resale,2023,6,2
1037,420,18583047.7,2019-08-08,6053.11,Resale,2019,8,3
1038,420,21792978.3,2019-11-28,7098.69,Sale,2019,11,4
1039,420,25406399.0,2019-06-15,8275.7,Resale,2019,6,2
1040,421,3943135.06,2019-05-03,8841.11,Resale,2019,5,2
1041,422,10699162.16,2021-07-25,9578.48,Sale,2021,7,3
1042,423,88040370.56,2024-06-05,14264.48,Resale,2024,6,2
1043,423,49341498.52,2019-02-09,7994.41,Sale,2019,2,1
1044,423,66994344.32,2019-05-16,10854.56,Resale,2019,5,2
1045,423,56890101.4,2019-10-28,9217.45,Resale,2019,10,4
1046,424,27377454.78,2019-10-17,8811.54,Sale,2019,10,4
1047,424,21770220.81,2019-10-29,7006.83,Sale,2019,10,4
1048,424,28478699.86,2024-03-13,9165.98,Sale,2024,3,1
1049,425,16807296.18,2023-08-24,8954.34,Sale,2023,8,3
1050,425,13930230.58,2023-02-11,7421.54,Resale,2023,2,1
1051,425,12224976.08,2021-05-30,6513.04,Sale,2021,5,2
1052,426,13884812.48,2021-01-15,22540.28,Sale,2021,1,1
1053,426,14635784.24,2021-06-07,23759.39,Resale,2021,6,2
1054,426,14751561.44,2022-07-16,23947.34,Sale,2022,7,3
1055,427,12041750.08,2020-03-23,6660.26,Resale,2020,3,1
1056,427,13385274.88,2018-07-11,7403.36,Sale,2018,7,3
1057,427,11152159.84,2018-12-23,6168.23,Sale,2018,12,4
1058,428,70326947.04,2019-10-14,10006.68,Resale,2019,10,4
1059,428,84769838.44,2021-08-01,12061.73,Resale,2021,8,3
1060,428,73966115.72,2020-01-14,10524.49,Resale,2020,1,1
1061,429,16334975.22,2024-02-04,10397.82,Sale,2024,2,1
1062,429,12434355.03,2022-07-05,7914.93,Sale,2022,7,3
1063,429,11139552.54,2020-06-24,7090.74,Sale,2020,6,2
1064,429,12764594.94,2022-12-29,8125.14,Resale,2022,12,4
1065,430,21270924.81,2020-09-01,6107.07,Sale,2020,9,3
1066,431,34112628.44,2022-01-09,21240.74,Sale,2022,1,1
1067,431,36159266.66,2023-04-13,22515.11,Sale,2023,4,2
1068,431,37975026.32,2024-02-05,23645.72,Resale,2024,2,1
1069,432,5256848.16,2021-06-21,7916.94,Sale,2021,6,2
1070,433,14721965.52,2020-06-20,16578.79,Resale,2020,6,2
1071,433,16268213.28,2021-09-07,18320.06,Resale,2021,9,3
1072,434,27701083.0,2020-01-12,8268.98,Sale,2020,1,1
1073,434,19505475.5,2021-08-28,5822.53,Resale,2021,8,3
1074,434,31804397.5,2024-04-27,9493.85,Resale,2024,4,2
1075,435,15226053.94,2021-08-08,10143.94,Resale,2021,8,3
1076,435,17899139.81,2023-07-25,11924.81,Sale,2023,7,3
1077,435,16996888.71,2019-03-15,11323.71,Sale,2019,3,1
1078,435,17285245.82,2023-01-14,11515.82,Sale,2023,1,1
1079,436,20341919.87,2021-06-05,8245.61,Resale,2021,6,2
1080,437,7597184.4,2022-08-14,8116.65,Sale,2022,8,3
1081,437,7445140.56,2022-12-17,7954.21,Resale,2022,12,4
1082,437,6978245.04,2021-08-24,7455.39,Sale,2021,8,3
1083,437,6595832.88,2018-12-26,7046.83,Resale,2018,12,4
1084,438,9189140.66,2024-02-29,11165.42,Resale,2024,2,1
1085,439,18020268.9,2018-06-09,6049.1,Sale,2018,6,2
1086,439,24826449.78,2021-11-28,8333.82,Sale,2021,11,4
1087,439,23895661.23,2020-01-14,8021.37,Sale,2020,1,1
1088,439,18242889.57,2020-04-20,6123.83,Sale,2020,4,2
1089,440,35200612.27,2023-11-07,8439.37,Resale,2023,11,4
1090,440,23120019.84,2018-09-06,5543.04,Sale,2018,9,3
1091,440,37896121.02,2023-10-07,9085.62,Sale,2023,10,4
1092,440,25067251.19,2021-01-20,6009.89,Resale,2021,1,1
1093,441,23455637.32,2018-10-16,8617.06,Sale,2018,10,4
1094,441,23764938.18,2023-09-11,8730.69,Sale,2023,9,3
1095,441,17076276.46,2018-01-29,6273.43,Resale,2018,1,1
1096,441,21720253.44,2021-02-24,7979.52,Resale,2021,2,1
1097,442,11759872.0,2019-04-24,7349.92,Sale,2019,4,2
1098,443,15810422.64,2024-06-22,13547.92,Sale,2024,6,2
1099,443,13204453.29,2023-03-26,11314.87,Sale,2023,3,1
1100,443,10253880.51,2021-09-06,8786.53,Resale,2021,9,3
1101,443,8975070.24,2018-07-19,7690.72,Sale,2018,7,3
1102,444,67009296.06,2023-11-04,9412.74,Resale,2023,11,4
1103,444,75802542.48,2024-01-25,10647.92,Resale,2024,1,1
1104,445,11083980.72,2023-10-04,10320.28,Resale,2023,10,4
1105,445,10430720.22,2024-04-16,9712.03,Resale,2024,4,2
1106,446,95784735.6,2024-02-15,10625.04,Resale,2024,2,1
1107,447,25748599.46,2024-06-14,15048.86,Resale,2024,6,2
1108,447,21822282.21,2022-06-10,12754.11,Sale,2022,6,2
1109,448,22335418.47,2024-05-17,13594.29,Sale,2024,5,2
1110,449,35253496.92,2023-04-11,21135.19,Sale,2023,4,2
1111,450,82976088.0,2021-03-11,8556.0,Resale,2021,3,1
1112,450,78500654.96,2021-02-07,8094.52,Resale,2021,2,1
1113,450,88346355.5,2023-03-10,9109.75,Resale,2023,3,1
1114,450,85640322.56,2021-06-22,8830.72,Resale,2021,6,2
1115,451,38562781.92,2018-06-27,9387.24,Resale,2018,6,2
1116,452,92435755.05,2019-11-29,18845.21,Resale,2019,11,4
1117,452,81572308.2,2019-07-09,16630.44,Resale,2019,7,3
1118,452,100475197.2,2021-11-07,20484.24,Resale,2021,11,4
1119,452,101410531.65,2020-08-09,20674.93,Resale,2020,8,3
1120,453,13067360.58,2021-12-23,8535.18,Sale,2021,12,4
1121,453,13677984.62,2022-05-21,8934.02,Sale,2022,5,2
1122,453,13385089.01,2020-11-27,8742.71,Sale,2020,11,4
1123,453,13959275.25,2021-10-28,9117.75,Sale,2021,10,4
1124,454,55191998.4,2024-05-14,12148.8,Sale,2024,5,2
1125,454,47748928.92,2023-03-08,10510.44,Resale,2023,3,1
1126,454,53032210.77,2022-01-30,11673.39,Resale,2022,1,1
1127,455,62564458.32,2023-09-10,14853.86,Sale,2023,9,3
1128,455,51180096.24,2023-07-29,12151.02,Resale,2023,7,3
1129,455,45336704.4,2022-09-03,10763.7,Sale,2022,9,3
1130,455,50028409.08,2022-03-30,11877.59,Resale,2022,3,1
1131,456,89342563.2,2020-06-12,10800.6,Resale,2020,6,2
1132,456,79671106.24,2018-06-09,9631.42,Resale,2018,6,2
1133,456,97118574.08,2020-05-12,11740.64,Sale,2020,5,2
1134,457,26427907.12,2019-02-05,7763.78,Resale,2019,2,1
1135,457,35903179.4,2023-03-23,10547.35,Resale,2023,3,1
1136,457,25955500.0,2019-01-20,7625.0,Sale,2019,1,1
1137,457,33220282.76,2021-07-19,9759.19,Sale,2021,7,3
1138,458,12912066.64,2023-07-08,13394.26,Sale,2023,7,3
1139,459,59259401.04,2019-10-04,10595.28,Sale,2019,10,4
1140,459,61716517.8,2020-02-21,11034.6,Sale,2020,2,1
1141,459,83510928.69,2023-08-15,14931.33,Resale,2023,8,3
1142,459,67071479.72,2021-03-03,11992.04,Sale,2021,3,1
1143,460,133454387.43,2020-02-14,18105.33,Resale,2020,2,1
1144,460,161179814.25,2021-10-24,21866.75,Sale,2021,10,4
1145,461,36423037.36,2018-06-27,6777.64,Sale,2018,6,2
1146,461,52569865.24,2020-07-07,9782.26,Sale,2020,7,3
1147,461,45863220.72,2019-07-21,8534.28,Resale,2019,7,3
1148,462,12891694.52,2020-03-12,9751.66,Sale,2020,3,1
1149,462,10933058.98,2023-02-22,8270.09,Sale,2023,2,1
1150,462,12363317.56,2021-07-08,9351.98,Resale,2021,7,3
1151,463,14227426.08,2021-03-12,8881.04,Resale,2021,3,1
1152,464,2834927.64,2020-12-11,6342.12,Sale,2020,12,4
1153,464,3337543.38,2020-02-11,7466.54,Sale,2020,2,1
1154,465,72120472.24,2020-10-03,9262.84,Resale,2020,10,4
1155,465,62413043.16,2023-05-29,8016.06,Resale,2023,5,2
1156,466,6730091.95,2021-04-11,10598.57,Resale,2021,4,2
1157,467,11230073.4,2018-05-17,10283.95,Sale,2018,5,2
1158,467,13424523.84,2022-01-02,12293.52,Resale,2022,1,1
1159,467,15427688.64,2022-02-16,14127.92,Resale,2022,2,1
1160,468,57776357.88,2018-06-21,9003.64,Sale,2018,6,2
1161,468,54692347.68,2018-05-31,8523.04,Sale,2018,5,2
1162,468,62208130.59,2022-08-11,9694.27,Sale,2022,8,3
1163,468,71763428.61,2023-04-11,11183.33,Resale,2023,4,2
1164,469,25061491.2,2020-03-07,6315.9,Resale,2020,3,1
1165,470,30742493.76,2020-12-23,7907.02,Resale,2020,12,4
1166,470,58801451.04,2024-04-27,15123.83,Resale,2024,4,2
1167,470,45756588.96,2023-04-10,11768.67,Resale,2023,4,2
1168,471,14018626.24,2019-10-18,9032.62,Sale,2019,10,4
1169,472,13623745.78,2019-01-17,17158.37,Sale,2019,1,1
1170,472,17623552.54,2023-05-11,22195.91,Sale,2023,5,2
1171,473,31669588.56,2021-08-23,19263.74,Sale,2021,8,3
1172,473,33872647.2,2022-11-28,20603.8,Resale,2022,11,4
1173,473,34655848.8,2019-02-28,21080.2,Sale,2019,2,1
1174,473,33499229.04,2019-11-23,20376.66,Sale,2019,11,4
1175,474,6064506.56,2018-04-19,7735.34,Resale,2018,4,2
1176,474,7901238.24,2022-05-01,10078.11,Resale,2022,5,2
1177,475,72292502.46,2022-09-14,25285.94,Resale,2022,9,3
1178,475,50662223.34,2020-10-14,17720.26,Sale,2020,10,4
1179,475,54014458.02,2020-11-17,18892.78,Resale,2020,11,4
1180,476,4751692.47,2021-08-19,8380.41,Resale,2021,8,3
1181,476,6778502.01,2021-09-25,11955.03,Sale,2021,9,3
1182,476,4597094.25,2019-06-01,8107.75,Resale,2019,6,2
1183,477,4668088.5,2021-09-25,8365.75,Resale,2021,9,3
1184,477,4221576.9,2018-01-28,7565.55,Resale,2018,1,1
1185,478,12949107.6,2023-06-19,8441.4,Resale,2023,6,2
1186,478,12405289.26,2020-06-05,8086.89,Sale,2020,6,2
1187,478,12686226.02,2019-07-15,8270.03,Resale,2019,7,3
1188,478,13268793.2,2022-08-07,8649.8,Sale,2022,8,3
1189,479,64190749.48,2020-12-12,9164.87,Resale,2020,12,4
1190,480,11893810.6,2018-04-30,8915.9,Sale,2018,4,2
1191,481,8370982.8,2022-06-28,7750.91,Resale,2022,6,2
1192,481,6229364.4,2019-08-06,5767.93,Resale,2019,8,3
1193,482,17613107.4,2020-01-23,9388.65,Sale,2020,1,1
1194,483,17884883.36,2018-09-12,14991.52,Resale,2018,9,3
1195,483,22675792.41,2022-03-15,19007.37,Resale,2022,3,1
1196,484,29966360.0,2022-06-29,7491.59,Sale,2022,6,2
1197,485,6755579.4,2018-06-02,7800.9,Resale,2018,6,2
1198,485,9288863.22,2023-03-09,10726.17,Sale,2023,3,1
1199,485,4944591.54,2018-10-02,5709.69,Resale,2018,10,4
1200,485,7644182.0,2019-03-18,8827.0,Sale,2019,3,1
1201,486,12507730.96,2018-08-17,7783.28,Sale,2018,8,3
1202,487,58695423.2,2020-11-01,21966.85,Resale,2020,11,4
1203,487,49588285.28,2018-05-16,18558.49,Resale,2018,5,2
1204,488,53859130.65,2023-05-03,9794.35,Sale,2023,5,2
1205,488,35094727.98,2019-04-15,6382.02,Resale,2019,4,2
1206,488,33735980.07,2020-01-17,6134.93,Sale,2020,1,1
1207,488,47306577.24,2024-03-07,8602.76,Sale,2024,3,1
1208,489,5831517.42,2020-08-05,7652.91,Sale,2020,8,3
1209,489,6483073.14,2019-10-08,8507.97,Resale,2019,10,4
1210,490,11195601.48,2019-04-06,6038.62,Sale,2019,4,2
1211,490,14051521.62,2021-10-13,7579.03,Sale,2021,10,4
1212,491,11950940.43,2023-05-22,8282.01,Sale,2023,5,2
1213,492,28560840.0,2019-12-11,19040.56,Resale,2019,12,4
1214,492,20744250.0,2018-06-22,13829.5,Sale,2018,6,2
1215,493,13438422.24,2019-08-19,22509.92,Sale,2019,8,3
1216,493,14010091.53,2023-03-13,23467.49,Resale,2023,3,1
1217,494,5717785.59,2020-01-15,8702.87,Resale,2020,1,1
1218,494,4470852.15,2018-08-10,6804.95,Resale,2018,8,3
1219,494,5550960.15,2021-03-17,8448.95,Resale,2021,3,1
1220,495,5815575.56,2024-01-27,10809.62,Resale,2024,1,1
1221,495,4055056.64,2019-11-14,7537.28,Sale,2019,11,4
1222,495,3841788.06,2018-09-12,7140.87,Resale,2018,9,3
1223,495,3816066.28,2020-03-03,7093.06,Sale,2020,3,1
1224,496,16206728.23,2023-10-25,8516.41,Sale,2023,10,4
1225,496,11701984.69,2018-11-21,6149.23,Sale,2018,11,4
1226,497,11548940.59,2024-06-21,8676.89,Sale,2024,6,2
1227,497,12644792.82,2021-04-07,9500.22,Resale,2021,4,2
1228,497,14060484.35,2022-08-31,10563.85,Resale,2022,8,3
1229,497,9823898.04,2022-02-06,7380.84,Resale,2022,2,1
1230,498,4836294.71,2021-01-13,8651.69,Resale,2021,1,1
1231,498,4667141.31,2022-07-31,8349.09,Sale,2022,7,3
1232,499,18814717.56,2018-03-21,7589.64,Resale,2018,3,1
1233,499,18339170.99,2020-12-22,7397.81,Resale,2020,12,4
1234,499,17064989.78,2019-09-30,6883.82,Resale,2019,9,3
1235,499,17314600.29,2021-11-04,6984.51,Sale,2021,11,4
1236,500,53696163.74,2023-03-04,9549.38,Sale,2023,3,1
1237,500,71796488.28,2023-01-30,12768.36,Resale,2023,1,1
1238,500,59080636.08,2020-10-23,10506.96,Resale,2020,10,4
1239,501,24002275.64,2024-02-21,25588.78,Resale,2024,2,1
1240,501,15669712.1,2018-02-27,16705.45,Resale,2018,2,1
1241,501,16588661.32,2018-01-15,17685.14,Resale,2018,1,1
1242,501,22923594.4,2022-09-03,24438.8,Resale,2022,9,3
1243,502,32267074.84,2023-04-02,10172.47,Resale,2023,4,2
1244,502,19063973.76,2018-08-05,6010.08,Resale,2018,8,3
1245,502,20516464.28,2018-12-20,6467.99,Sale,2018,12,4
1246,502,24050897.0,2023-10-07,7582.25,Resale,2023,10,4
1247,503,18554097.76,2024-02-14,9749.92,Resale,2024,2,1
1248,503,15618701.23,2019-09-28,8207.41,Resale,2019,9,3
1249,504,141190803.6,2019-07-13,18441.85,Sale,2019,7,3
1250,505,17288937.57,2018-10-19,8284.11,Resale,2018,10,4
1251,505,20190514.54,2020-11-19,9674.42,Sale,2020,11,4
1252,505,29736849.07,2022-11-28,14248.61,Sale,2022,11,4
1253,505,21469553.36,2018-01-06,10287.28,Resale,2018,1,1
1254,506,4182009.65,2023-07-12,9191.23,Sale,2023,7,3
1255,506,3992420.25,2023-10-15,8774.55,Resale,2023,10,4
1256,507,3783185.38,2021-10-02,7658.27,Resale,2021,10,4
1257,508,18195111.12,2024-02-02,10908.34,Sale,2024,2,1
1258,508,14671361.04,2020-04-04,8795.78,Sale,2020,4,2
1259,508,17346282.6,2022-07-03,10399.45,Resale,2022,7,3
1260,508,15686706.0,2021-06-05,9404.5,Resale,2021,6,2
1261,509,49427249.44,2018-09-20,8343.56,Sale,2018,9,3
1262,509,68463312.56,2023-03-25,11556.94,Sale,2023,3,1
1263,509,56343341.72,2019-05-20,9511.03,Sale,2019,5,2
1264,510,128190891.22,2019-07-01,17659.58,Resale,2019,7,3
1265,510,155037794.59,2020-09-02,21358.01,Resale,2020,9,3
1266,510,150684209.34,2021-01-11,20758.26,Sale,2021,1,1
1267,511,6547445.72,2018-03-15,6667.46,Sale,2018,3,1
1268,511,7905237.48,2024-06-20,8050.14,Sale,2024,6,2
1269,511,9402650.0,2024-03-28,9575.0,Resale,2024,3,1
1270,511,8123732.48,2024-03-28,8272.64,Sale,2024,3,1
1271,512,65907591.48,2018-01-12,8351.19,Sale,2018,1,1
1272,512,69878214.52,2023-04-15,8854.31,Sale,2023,4,2
1273,512,71001246.12,2023-10-09,8996.61,Resale,2023,10,4
1274,512,76932794.4,2023-06-14,9748.2,Sale,2023,6,2
1275,513,13164118.84,2019-11-30,7561.24,Sale,2019,11,4
1276,513,16334880.27,2023-05-19,9382.47,Resale,2023,5,2
1277,513,14551382.46,2019-02-28,8358.06,Sale,2019,2,1
1278,514,9885364.8,2021-03-14,8279.2,Sale,2021,3,1
1279,514,9084369.9,2021-03-13,7608.35,Sale,2021,3,1
1280,514,8139856.2,2020-07-10,6817.3,Resale,2020,7,3
1281,514,10385447.82,2024-02-23,8698.03,Resale,2024,2,1
1282,515,54370312.75,2022-04-03,10225.75,Resale,2022,4,2
1283,515,32885910.85,2019-09-14,6185.05,Resale,2019,9,3
1284,515,41615733.64,2022-08-16,7826.92,Sale,2022,8,3
1285,515,36240937.85,2018-08-08,6816.05,Resale,2018,8,3
1286,516,3913841.26,2019-01-11,6678.91,Sale,2019,1,1
1287,517,4304940.59,2018-07-29,8558.53,Resale,2018,7,3
1288,518,7845566.63,2019-03-11,9028.27,Resale,2019,3,1
1289,519,17177732.0,2018-04-26,6749.6,Sale,2018,4,2
1290,519,18695010.1,2018-02-18,7345.78,Resale,2018,2,1
1291,519,14270094.95,2018-07-16,5607.11,Sale,2018,7,3
1292,520,56836432.8,2021-03-29,6655.32,Resale,2021,3,1
1293,520,65426135.6,2019-11-01,7661.14,Sale,2019,11,4
1294,520,70618370.2,2019-12-21,8269.13,Sale,2019,12,4
1295,521,8610859.84,2018-02-18,9239.12,Sale,2018,2,1
1296,522,8954899.94,2022-02-01,10750.18,Resale,2022,2,1
1297,522,9373174.23,2021-01-06,11252.31,Resale,2021,1,1
1298,522,6089088.39,2021-09-29,7309.83,Sale,2021,9,3
1299,522,9551877.72,2022-09-26,11466.84,Resale,2022,9,3
1300,523,154124313.66,2021-06-20,18573.67,Resale,2021,6,2
1301,523,173412931.68,2019-11-16,20898.16,Resale,2019,11,4
1302,523,116674111.98,2019-09-12,14060.51,Resale,2019,9,3
1303,523,154673309.34,2020-11-22,18639.83,Sale,2020,11,4
1304,524,7291768.2,2021-02-26,10567.78,Sale,2021,2,1
1305,525,18343072.17,2021-03-10,9649.17,Sale,2021,3,1
1306,525,19278953.48,2021-12-01,10141.48,Sale,2021,12,4
1307,525,23517689.22,2022-12-11,12371.22,Resale,2022,12,4
1308,525,17058699.54,2018-06-11,8973.54,Resale,2018,6,2
1309,526,12410756.82,2020-02-08,17908.74,Sale,2020,2,1
1310,527,2547621.16,2020-07-30,8724.73,Resale,2020,7,3
1311,527,2610894.64,2022-10-02,8941.42,Resale,2022,10,4
1312,527,2877408.88,2024-06-06,9854.14,Resale,2024,6,2
1313,527,2263105.12,2022-04-03,7750.36,Sale,2022,4,2
1315,528,12844844.0,2021-11-07,6836.0,Resale,2021,11,4
1316,528,10736342.94,2018-12-29,5713.86,Resale,2018,12,4
1317,528,13351272.08,2021-05-18,7105.52,Sale,2021,5,2
1318,529,20131509.42,2023-11-04,10518.03,Resale,2023,11,4
1319,529,21649120.02,2022-05-21,11310.93,Sale,2022,5,2
1320,529,22475317.26,2021-01-31,11742.59,Resale,2021,1,1
1321,530,24176001.9,2023-10-13,13210.93,Sale,2023,10,4
1322,531,42258666.16,2021-10-14,9089.84,Resale,2021,10,4
1323,531,30779866.75,2019-12-02,6620.75,Resale,2019,12,4
1324,532,5700466.98,2021-12-27,10695.06,Resale,2021,12,4
1325,533,15207328.83,2020-12-23,9312.51,Resale,2020,12,4
1326,533,9257183.06,2018-04-20,5668.82,Resale,2018,4,2
1327,533,14874033.53,2020-05-06,9108.41,Sale,2020,5,2
1328,534,10921621.23,2022-03-12,7096.57,Sale,2022,3,1
1329,534,12220244.82,2021-07-23,7940.38,Sale,2021,7,3
1330,534,13018785.75,2022-12-13,8459.25,Sale,2022,12,4
1331,535,6947275.92,2019-04-23,19514.82,Sale,2019,4,2
1332,536,51104894.19,2023-10-24,11533.49,Resale,2023,10,4
1333,537,9700647.36,2023-12-29,8144.96,Resale,2023,12,4
1334,538,39550932.8,2022-10-04,17928.8,Resale,2022,10,4
1335,538,46375237.92,2020-06-29,21022.32,Sale,2020,6,2
1336,538,38897758.26,2018-11-09,17632.71,Sale,2018,11,4
1337,538,52515991.88,2022-01-02,23805.98,Resale,2022,1,1
1338,539,213044682.36,2023-08-11,25876.92,Sale,2023,8,3
1339,540,95482223.8,2023-02-03,11652.7,Sale,2023,2,1
1340,541,7042795.76,2023-12-19,12312.58,Sale,2023,12,4
1341,541,5237106.16,2018-06-13,9155.78,Sale,2018,6,2
1342,541,6630252.2,2019-08-29,11591.35,Resale,2019,8,3
1343,542,172762262.56,2019-09-27,18231.56,Resale,2019,9,3
1344,542,203456447.96,2023-07-22,21470.71,Sale,2023,7,3
1345,542,188594952.88,2018-02-05,19902.38,Resale,2018,2,1
1346,543,3938942.84,2021-04-29,6814.78,Sale,2021,4,2
1347,543,5349968.0,2024-06-10,9256.0,Resale,2024,6,2
1348,543,5005537.8,2024-02-23,8660.1,Sale,2024,2,1
1349,544,61943097.59,2018-09-21,6420.97,Resale,2018,9,3
1350,544,105359035.21,2023-04-12,10921.43,Resale,2023,4,2
1351,545,2799962.16,2023-01-05,10447.62,Resale,2023,1,1
1352,545,2611413.44,2022-05-03,9744.08,Sale,2022,5,2
1353,545,2354621.2,2021-04-22,8785.9,Sale,2021,4,2
1354,546,5868823.17,2023-02-10,10729.11,Sale,2023,2,1
1355,546,6600714.64,2023-05-28,12067.12,Resale,2023,5,2
1356,547,23674370.05,2020-01-09,10785.59,Sale,2020,1,1
1357,547,22653914.55,2020-12-10,10320.69,Resale,2020,12,4
1358,547,19979614.35,2018-11-18,9102.33,Resale,2018,11,4
1359,547,21070353.75,2020-01-21,9599.25,Resale,2020,1,1
1360,548,246183589.47,2024-01-02,25283.31,Sale,2024,1,1
1361,548,193770389.54,2021-01-16,19900.42,Resale,2021,1,1
1362,548,201463982.72,2019-08-14,20690.56,Sale,2019,8,3
1363,549,21979500.69,2023-01-01,17739.71,Resale,2023,1,1
1365,549,25556667.15,2024-01-29,20626.85,Resale,2024,1,1
1366,549,25279502.85,2023-04-12,20403.15,Resale,2023,4,2
1367,550,47783920.56,2021-02-15,11141.04,Resale,2021,2,1
1368,550,53432705.12,2023-10-02,12458.08,Resale,2023,10,4
1369,550,62696173.1,2023-01-26,14617.9,Resale,2023,1,1
1370,551,14745951.48,2020-08-23,7538.83,Resale,2020,8,3
1371,552,15854462.3,2019-04-19,9493.69,Sale,2019,4,2
1372,553,13676595.62,2022-08-31,22832.38,Sale,2022,8,3
1373,553,15151010.16,2021-09-06,25293.84,Resale,2021,9,3
1374,554,71353950.56,2023-02-02,11747.44,Resale,2023,2,1
1375,554,41575132.98,2018-09-20,6844.77,Sale,2018,9,3
1376,555,2798700.22,2022-03-24,8584.97,Sale,2022,3,1
1377,555,2730109.82,2023-10-15,8374.57,Sale,2023,10,4
1378,555,2220731.56,2019-03-31,6812.06,Sale,2019,3,1
1379,556,3724741.28,2023-12-03,11151.92,Resale,2023,12,4
1380,556,2452364.94,2021-04-21,7342.41,Resale,2021,4,2
1381,556,1885065.94,2020-09-19,5643.91,Resale,2020,9,3
1382,557,59548152.51,2022-07-26,8367.03,Sale,2022,7,3
1383,557,52927634.43,2018-10-14,7436.79,Resale,2018,10,4
1384,557,58876663.56,2022-08-05,8272.68,Resale,2022,8,3
1385,558,197058968.85,2019-06-26,20229.85,Sale,2019,6,2
1386,558,191168780.97,2018-09-12,19625.17,Resale,2018,9,3
1387,559,10470440.14,2022-09-12,8167.27,Resale,2022,9,3
1388,560,40213975.32,2023-10-25,12481.06,Sale,2023,10,4
1389,560,36433344.96,2021-07-18,11307.68,Sale,2021,7,3
1390,560,23513479.38,2019-02-23,7297.79,Resale,2019,2,1
1391,561,12913693.35,2019-06-22,6984.15,Sale,2019,6,2
1392,562,3945007.94,2021-05-11,6222.41,Sale,2021,5,2
1393,562,4594376.1,2020-10-13,7246.65,Sale,2020,10,4
1394,562,4341200.88,2020-05-23,6847.32,Resale,2020,5,2
1395,562,4910279.28,2019-12-23,7744.92,Resale,2019,12,4
1396,563,17802372.87,2024-01-09,12598.99,Resale,2024,1,1
1397,564,14354893.63,2021-03-10,8105.53,Resale,2021,3,1
1398,564,14621145.77,2023-02-14,8255.87,Resale,2023,2,1
1399,565,13061309.67,2020-02-10,8199.19,Sale,2020,2,1
1400,565,8871942.69,2019-03-07,5569.33,Sale,2019,3,1
1401,565,9241805.43,2018-11-10,5801.51,Sale,2018,11,4
1402,565,16255784.43,2024-02-05,10204.51,Sale,2024,2,1
1403,566,25192225.02,2024-02-09,8377.86,Sale,2024,2,1
1404,566,19737045.9,2024-04-02,6563.7,Resale,2024,4,2
1405,566,31215546.72,2024-01-20,10380.96,Sale,2024,1,1
1406,566,27368541.27,2022-06-07,9101.61,Resale,2022,6,2
1407,567,16826760.67,2021-07-30,8964.71,Resale,2021,7,3
1408,568,36314095.95,2023-09-23,11832.55,Resale,2023,9,3
1409,568,43063256.61,2023-10-05,14031.69,Resale,2023,10,4
1410,568,39422962.26,2022-03-23,12845.54,Sale,2022,3,1
1411,569,18827467.3,2022-11-09,9557.09,Resale,2022,11,4
1412,569,16370975.8,2021-04-29,8310.14,Sale,2021,4,2
1413,569,16891784.7,2023-11-12,8574.51,Sale,2023,11,4
1414,570,34379714.07,2024-03-06,9063.99,Sale,2024,3,1
1415,570,26559496.32,2021-10-18,7002.24,Sale,2021,10,4
1416,571,11476296.39,2019-12-03,7305.09,Resale,2019,12,4
1417,572,52871090.91,2018-06-19,9632.19,Resale,2018,6,2
1418,572,55846403.36,2021-01-21,10174.24,Resale,2021,1,1
1419,572,68950677.29,2023-11-25,12561.61,Resale,2023,11,4
1420,572,50277703.08,2019-12-21,9159.72,Sale,2019,12,4
1421,573,20539413.3,2023-01-14,12917.87,Sale,2023,1,1
1422,573,15098385.6,2021-09-06,9495.84,Sale,2021,9,3
1423,573,12498163.2,2018-07-02,7860.48,Sale,2018,7,3
1424,574,43069404.36,2020-06-21,7069.83,Sale,2020,6,2
1425,575,135871850.43,2019-01-09,20977.59,Sale,2019,1,1
1426,575,112419151.59,2020-05-08,17356.67,Sale,2020,5,2
1427,575,131271431.64,2018-03-10,20267.32,Sale,2018,3,1
1428,575,116071013.73,2022-11-07,17920.49,Resale,2022,11,4
1429,576,4145695.3,2021-04-15,7442.9,Sale,2021,4,2
1430,576,3728151.39,2022-12-18,6693.27,Resale,2022,12,4
1431,576,3381780.94,2024-02-11,6071.42,Resale,2024,2,1
1432,576,4006489.86,2019-07-12,7192.98,Resale,2019,7,3
1433,577,14356189.9,2020-02-02,7124.66,Resale,2020,2,1
1434,577,11555783.2,2019-08-13,5734.88,Resale,2019,8,3
1435,577,15234064.95,2022-04-01,7560.33,Sale,2022,4,2
1436,578,26561095.2,2019-09-05,20091.6,Sale,2019,9,3
1437,578,29568169.28,2023-09-03,22366.24,Resale,2023,9,3
1438,579,14695595.72,2024-04-17,8629.24,Sale,2024,4,2
1439,579,12437451.78,2021-01-05,7303.26,Resale,2021,1,1
1440,579,10295997.4,2018-11-24,6045.8,Sale,2018,11,4
1441,579,12745575.57,2022-07-24,7484.19,Sale,2022,7,3
1442,580,5926148.8,2020-06-27,6734.26,Resale,2020,6,2
1443,580,6139592.8,2021-11-22,6976.81,Resale,2021,11,4
1444,581,19398060.16,2020-09-21,17698.96,Resale,2020,9,3
1445,581,23348066.08,2022-10-08,21302.98,Sale,2022,10,4
