indicator_id,location_id,report_month,avg_price,median_price,yoy_growth,mom_growth,demand_index,inventory_count,avg_days_listed,investment_score
319,5,2022-09-01,12328964.89,7316854.02,-16.71,-80.41,62.9,3,44,15.13
320,5,2022-10-01,15331547.97,15331547.97,-80.14,24.35,58.2,1,63,-24.8
321,5,2022-11-01,16803823.4,16803823.4,-78.92,9.6,45.7,1,56,-29.07
322,5,2022-12-01,19902603.78,19902603.78,-32.85,18.44,51.8,1,85,1.01
323,5,2023-02-01,83668943.27,83668943.27,-37.36,320.39,70.5,1,61,5.78
324,5,2023-03-01,17301549.34,17301549.34,-78.71,-79.32,64.2,2,51,-21.55
325,5,2023-04-01,15184414.85,15184414.85,0.1,-12.24,41.6,2,19,16.7
326,5,2023-06-01,28536157.65,28536157.65,-2.01,87.93,52.7,1,56,19.87
327,5,2023-07-01,18416462.06,18416462.06,-82.41,-35.46,68.7,2,87,-21.97
328,5,2023-09-01,190567257.5,190567257.5,1177.49,934.77,55.1,2,23,728.53
329,5,2023-10-01,22652696.88,19516906.08,-69.87,-88.11,70.6,3,88,-13.68
330,5,2023-11-01,70010777.46,70010777.46,11.24,209.06,70.0,2,43,34.74
331,5,2023-12-01,66002044.0,66002044.0,435.34,-5.73,46.0,2,50,279.6
332,5,2024-01-01,28401753.5,28401753.5,85.25,-56.97,64.4,2,53,76.91
333,5,2024-02-01,24724182.85,24724182.85,47.13,-12.95,57.8,1,38,51.4
334,5,2024-03-01,121233769.32,45979872.7,509.14,390.34,76.0,3,52,335.88
335,5,2024-04-01,73917768.56,73917768.56,-11.65,-39.03,56.8,2,67,15.73
336,5,2024-05-01,64949286.85,16750885.51,275.4,-12.13,68.9,3,31,192.8
337,6,2018-01-01,46298330.78,54948442.43,,,79.7,3,75,31.88
338,6,2018-02-01,47659365.36,25338562.2,,2.94,75.3,3,28,30.12
339,6,2018-03-01,91890953.61,131271431.64,,92.81,60.3,3,32,24.12
340,6,2018-04-01,71234897.44,71234897.44,,-22.48,60.1,2,39,24.04
341,6,2018-06-01,55204518.08,15771421.68,,-22.5,82.9,3,44,33.16
342,6,2018-08-01,47874090.36,45467866.29,,-13.28,42.1,3,46,16.84
343,6,2018-09-01,74789157.19,74789157.19,,56.22,39.1,1,22,15.64
344,6,2018-12-01,10054778.88,10054778.88,,-86.56,71.3,2,67,28.52
345,6,2019-01-01,91967866.76,109187935.41,,814.67,72.7,4,58,29.08
346,6,2019-03-01,18038855.68,18038855.68,,-80.39,66.0,1,45,26.4
347,6,2019-04-01,66926733.76,29596289.08,,271.01,91.4,8,40,36.56
348,6,2019-05-01,52095118.79,54294192.28,,-22.16,71.4,3,62,28.56
349,6,2019-06-01,41232908.64,41232908.64,-10.94,-20.85,66.2,1,39,19.92
350,6,2019-07-01,111646968.0,111646968.0,134.26,170.77,59.2,1,62,104.24
351,6,2019-08-01,43015488.98,43015488.98,-53.19,-61.47,59.4,2,75,-8.15
352,6,2019-09-01,42878830.51,20210514.95,-39.81,-0.32,78.7,3,55,7.59
353,6,2019-10-01,41970256.23,34121570.0,-23.97,-2.12,68.9,3,89,13.18
354,6,2019-12-01,14852896.38,14852896.38,-68.98,-64.61,57.1,1,84,-18.55
355,6,2020-01-01,20819973.1,20819973.1,-72.16,40.17,74.3,1,17,-13.58
356,6,2020-02-01,77219143.34,17552128.89,667.98,270.89,54.0,3,88,422.39
357,6,2020-03-01,89428117.63,89428117.63,-2.76,15.81,45.0,2,65,16.34
358,6,2020-04-01,29441786.99,29441786.99,63.21,-67.08,79.9,2,35,69.89
359,6,2020-05-01,72350784.46,78620338.6,8.1,145.74,52.3,4,79,25.78
360,6,2020-06-01,14057398.55,14057398.55,-73.02,-80.57,78.9,2,38,-12.25
361,6,2020-07-01,97017438.72,97017438.72,135.29,590.15,56.1,1,30,103.61
362,6,2020-08-01,41189703.4,41189703.4,-63.11,-57.54,46.8,2,66,-19.15
363,6,2020-09-01,34851475.12,34851475.12,-18.98,-15.39,59.2,1,15,12.29
364,6,2020-10-01,90357595.1,92823343.1,110.73,159.26,60.0,4,82,90.44
365,6,2020-11-01,99935696.25,99935696.25,138.11,10.6,53.9,2,77,104.43
366,6,2020-12-01,32858162.54,22055745.69,121.22,-67.12,69.7,3,86,100.61
367,6,2021-01-01,87547098.43,75467330.58,320.5,166.44,61.4,4,77,216.86
368,6,2021-02-01,95963999.04,95963999.04,24.27,9.61,46.2,1,56,33.04
369,6,2021-03-01,166907366.9,149900004.98,86.64,73.93,78.4,4,75,83.34
370,6,2021-04-01,59363576.72,59363576.72,101.63,-64.43,53.6,2,79,82.42
371,6,2021-05-01,56558678.14,56558678.14,-21.83,-4.72,50.1,2,85,6.94
372,6,2021-06-01,15129972.27,15129972.27,7.63,-73.25,35.1,1,33,18.62
373,6,2021-07-01,139951979.31,139951979.31,44.25,825.0,45.7,1,75,44.83
374,6,2021-09-01,49122496.06,16268213.28,19.26,-64.9,66.2,5,39,38.04
375,6,2021-10-01,55064561.73,55064561.73,58.0,12.1,50.0,2,74,54.8
376,6,2021-11-01,68845298.88,68845298.88,-23.81,25.03,75.1,2,69,15.75
377,6,2021-12-01,243708160.41,243708160.41,143.86,253.99,68.8,1,46,113.84
378,6,2022-01-01,40639170.82,24495192.92,23.68,-83.32,71.5,4,21,42.81
379,6,2022-02-01,191502268.95,191502268.95,118.74,371.23,49.3,1,90,90.96
380,6,2022-03-01,11321122.56,11321122.56,-88.2,-94.09,48.0,1,75,-33.72
381,6,2022-04-01,63133031.48,63133031.48,-62.17,457.66,55.9,1,73,-14.94
382,6,2022-05-01,58558189.03,35957262.4,-1.36,-7.25,75.4,5,43,29.34
383,6,2022-06-01,32752064.43,14101867.32,-42.09,-44.07,54.1,3,89,-3.61
384,6,2022-07-01,36504161.65,19183701.7,141.27,11.46,80.2,4,80,116.84
385,6,2022-08-01,11204828.2,11204828.2,-91.99,-69.31,48.8,1,46,-35.67
386,6,2022-09-01,10496205.94,10496205.94,-78.63,-6.32,56.5,1,70,-24.58
387,6,2022-10-01,19146140.52,19146140.52,-65.23,82.41,45.8,1,64,-20.82
388,6,2022-11-01,104850551.99,116071013.73,52.3,447.63,51.6,3,67,52.02
389,6,2022-12-01,19744983.36,19744983.36,-91.9,-81.17,35.5,1,18,-40.94
390,6,2023-01-01,37500677.34,37500677.34,-7.72,89.93,61.9,2,87,20.13
391,6,2023-02-01,10374811.75,10374811.75,-94.58,-72.33,58.8,2,78,-33.23
392,6,2023-03-01,21306621.36,21306621.36,88.2,105.37,44.8,1,87,70.84
393,6,2023-04-01,14934517.05,14934517.05,-76.34,-29.91,59.4,2,78,-22.04
394,6,2023-05-01,25934358.14,25934358.14,-55.71,73.65,57.9,2,79,-10.27
395,6,2023-06-01,96442265.55,96442265.55,194.46,271.87,67.5,2,56,143.68
396,6,2023-09-01,18380280.53,19002402.76,-49.65,-80.94,56.2,4,57,-7.31
397,6,2023-10-01,121701211.31,84924113.47,986.15,562.13,80.2,5,16,623.77
398,6,2023-11-01,38793580.45,31375528.5,269.6,-68.12,56.5,3,22,184.36
399,6,2024-01-01,183665339.58,183665339.58,859.28,373.44,54.6,1,52,537.41
400,6,2024-02-01,92328331.66,92328331.66,-11.94,-49.73,33.7,2,50,6.32
401,6,2024-03-01,23713710.44,23713710.44,20.1,-74.32,50.2,2,61,32.14
402,6,2024-04-01,92330044.91,23941231.87,146.21,289.35,71.3,5,20,116.25
403,6,2024-05-01,80976553.59,70939315.08,680.51,-12.3,73.7,5,71,437.79
404,6,2024-06-01,58215453.54,36525241.62,173.23,-28.11,68.5,4,32,131.34
405,7,2018-01-01,33237884.85,31465215.82,,,51.2,3,66,20.48
406,7,2018-02-01,22046485.37,15669712.1,,-33.67,73.9,3,35,29.56
407,7,2018-04-01,87699528.23,97517922.52,,297.79,62.2,5,18,24.88
408,7,2018-05-01,38100027.77,38100027.77,,-56.56,60.3,1,25,24.12
409,7,2018-06-01,37658142.04,37658142.04,,-1.16,46.0,1,17,18.4
410,7,2018-07-01,22192680.0,22192680.0,,-41.07,63.3,1,71,25.32
411,7,2018-08-01,103951821.12,103951821.12,,368.41,57.2,1,44,22.88
412,7,2018-09-01,17884883.36,17884883.36,,-82.8,64.5,1,38,25.8
413,7,2018-10-01,82147574.65,82147574.65,,359.31,63.9,2,33,25.56
414,7,2018-11-01,57896948.44,35071369.6,,-29.52,78.4,6,66,31.36
415,7,2018-12-01,29316306.32,29316306.32,,-49.36,56.1,1,60,22.44
416,7,2019-01-01,74756739.88,74756739.88,,155.0,53.9,2,33,21.56
417,7,2019-02-01,100698620.87,100698620.87,202.96,34.7,66.6,2,72,148.42
418,7,2019-03-01,65370651.07,53000889.24,196.51,-35.08,72.5,3,81,146.91
419,7,2019-04-01,19141320.54,9728275.5,-78.17,-70.72,53.5,3,35,-25.5
420,7,2019-05-01,19685108.63,19685108.63,-48.33,2.84,48.9,2,59,-9.44
421,7,2019-06-01,4983017.66,4983017.66,-86.77,-74.69,67.0,1,52,-25.26
422,7,2019-07-01,29995566.34,29995566.34,35.16,501.96,69.5,1,64,48.9
423,7,2019-08-01,47129513.62,26554059.18,-54.66,57.12,52.7,3,45,-11.72
424,7,2019-09-01,57789926.68,34760328.28,223.12,22.62,61.0,4,17,158.27
425,7,2019-11-01,65683478.8,65683478.8,-20.04,13.66,44.1,1,57,5.62
426,7,2019-12-01,40622131.42,40622131.42,-29.84,-38.15,45.0,1,53,0.1
427,7,2020-01-01,105944417.04,105944417.04,261.38,160.8,64.8,1,25,182.75
428,7,2020-02-01,12410756.82,12410756.82,-83.4,-88.29,67.7,1,59,-22.96
429,7,2020-03-01,8988117.0,8988117.0,-91.07,-27.58,58.1,1,69,-31.4
430,7,2020-04-01,33822474.34,33822474.34,-48.26,276.3,75.6,2,78,1.28
431,7,2020-05-01,94758791.36,94758791.36,395.05,180.17,63.3,1,30,262.35
432,7,2020-06-01,97632253.52,114445852.44,395.97,3.03,65.8,4,23,263.9
433,7,2020-07-01,9144669.18,9144669.18,83.52,-90.63,85.0,1,73,84.11
434,7,2020-09-01,196465575.33,196465575.33,554.98,2048.42,54.5,1,71,354.79
435,7,2020-10-01,85815188.98,85815188.98,82.08,-56.32,59.8,2,55,73.17
436,7,2020-11-01,45507745.64,37168867.81,-21.25,-46.97,81.6,3,41,19.89
437,7,2020-12-01,29203993.62,29374466.94,-55.54,-35.83,62.7,3,89,-8.24
438,7,2021-01-01,11736853.19,11736853.19,-71.11,-59.81,52.6,1,85,-21.63
439,7,2021-02-01,50917792.3,20139395.25,-51.94,333.83,70.0,3,71,-3.16
440,7,2021-03-01,97339729.9,97339729.9,684.32,91.17,60.6,1,36,434.83
441,7,2021-04-01,112775808.0,112775808.0,1154.72,15.86,55.4,1,50,714.99
442,7,2021-05-01,78721430.94,78721430.94,132.75,-30.2,56.6,2,55,102.29
443,7,2021-06-01,5236997.12,5236997.12,-94.47,-93.35,45.9,1,85,-38.32
444,7,2021-07-01,48942164.95,32372980.36,-49.87,834.55,77.8,6,26,1.2
445,7,2021-08-01,102171330.48,102171330.48,1017.28,108.76,67.1,2,90,637.21
446,7,2021-09-01,42961954.32,42961954.32,-78.13,-57.95,54.9,1,85,-24.92
447,7,2021-10-01,47011521.76,29539047.48,-45.22,9.43,100.0,6,73,12.87
448,7,2021-11-01,87461071.68,58097798.27,92.19,86.04,59.5,3,19,79.11
449,7,2021-12-01,18444768.16,18444768.16,-36.84,-78.91,44.6,2,79,-4.26
450,7,2022-01-01,32079175.98,38695754.03,173.32,73.92,66.2,4,79,130.47
451,7,2022-02-01,9844906.89,9844906.89,-80.67,-69.31,52.1,1,53,-27.56
452,7,2022-03-01,21929911.08,21929911.08,-77.47,122.75,71.0,2,15,-18.08
453,7,2022-04-01,34242040.28,34242040.28,-69.64,56.14,59.7,2,78,-17.9
454,7,2022-05-01,48956810.43,37394460.4,-37.81,42.97,79.0,5,57,8.91
455,7,2022-06-01,107691335.28,107691335.28,1956.36,119.97,64.9,1,55,1199.78
456,7,2022-07-01,48183530.2,53836225.8,-1.55,-55.26,89.4,4,40,34.83
457,7,2022-09-01,49738808.22,32308208.25,-51.32,3.23,50.6,3,85,-10.55
458,7,2022-10-01,12034985.7,12034985.7,-71.99,-75.8,63.5,1,15,-17.79
459,7,2022-12-01,112386963.52,112386963.52,139.06,833.84,53.6,1,61,104.88
460,7,2023-01-01,71351827.79,36529699.84,-18.42,-36.51,64.5,3,40,14.75
461,7,2023-02-01,159894822.58,159894822.58,766.88,124.09,51.3,1,65,480.65
462,7,2023-03-01,83316409.95,83316409.95,159.72,-47.89,40.8,1,58,112.15
463,7,2023-04-01,25505666.25,22637382.88,159.07,-69.39,62.0,4,76,120.24
464,7,2023-05-01,21342102.57,21342102.57,-2.68,-16.32,53.6,2,33,19.83
465,7,2023-07-01,82957202.39,74903422.74,142.27,288.7,81.4,4,70,117.92
466,7,2023-08-01,193346704.48,193346704.48,294.93,133.07,74.9,1,81,206.92
467,7,2023-09-01,29568169.28,29568169.28,-72.54,-84.71,55.5,1,42,-21.32
468,7,2023-10-01,47107217.5,47107217.5,-2.23,59.32,69.9,2,62,26.62
469,7,2023-11-01,132601887.9,132601887.9,166.6,181.49,38.8,1,19,115.48
470,7,2023-12-01,45419516.58,45419516.58,277.4,-65.75,63.4,2,73,191.8
471,7,2024-01-01,163787002.08,163787002.08,45.73,260.61,47.0,1,18,46.24
472,7,2024-02-01,26288892.24,26288892.24,-63.16,-83.95,59.7,2,59,-14.02
473,7,2024-03-01,12952134.03,12952134.03,-91.9,-50.73,65.5,1,25,-28.94
474,7,2024-04-01,17301542.65,17301542.65,-79.23,33.58,64.6,2,39,-21.7
475,7,2024-05-01,33171027.41,40321469.44,30.05,91.72,61.1,3,20,42.47
476,7,2024-06-01,7186098.27,7186098.27,-66.33,-78.34,61.0,1,67,-15.4
477,8,2018-02-01,77148646.66,77148646.66,,,78.1,2,68,31.24
478,8,2018-03-01,76324029.34,78457108.98,,-1.07,69.6,3,72,27.84
479,8,2018-04-01,55113730.77,54271011.12,,-27.79,59.2,3,38,23.68
480,8,2018-05-01,49588285.28,49588285.28,,-10.03,41.9,1,23,16.76
481,8,2018-06-01,82247765.64,82852570.71,,65.86,73.8,3,31,29.52
482,8,2018-07-01,25979730.68,25979730.68,,-68.41,52.8,2,83,21.12
483,8,2018-08-01,54496405.85,54496405.85,,109.77,60.6,2,28,24.24
484,8,2018-09-01,104171092.56,104171092.56,,91.15,71.5,2,55,28.6
485,8,2018-10-01,22299502.5,22299502.5,,-78.59,50.8,1,64,20.32
486,8,2018-11-01,35232025.6,35232025.6,,57.99,71.6,2,85,28.64
487,8,2018-12-01,102712212.9,109029610.04,,191.53,70.0,5,46,28.0
488,8,2019-02-01,76736097.06,55371786.82,,-25.29,60.9,4,85,24.36
489,8,2019-03-01,84025499.18,109504722.96,8.91,9.5,60.8,3,72,29.67
490,8,2019-04-01,73007277.66,73007277.66,-4.35,-13.11,64.3,2,18,23.11
491,8,2019-07-01,71011269.28,71011269.28,28.84,-2.73,50.8,2,38,37.62
492,8,2019-08-01,80126297.1,80126297.1,61.58,12.84,54.8,1,76,58.87
493,8,2019-09-01,86483963.04,86483963.04,5.15,7.93,75.8,1,81,33.41
494,8,2019-10-01,87528201.01,87528201.01,236.91,1.21,71.3,2,57,170.67
495,8,2019-11-01,43610292.68,32127374.17,-19.98,-50.18,63.2,4,43,13.29
496,8,2019-12-01,63904050.16,67973023.58,-38.65,46.53,88.7,4,72,12.29
497,8,2020-01-01,114683315.2,114683315.2,414.29,79.46,67.9,2,87,275.73
498,8,2020-02-01,121490948.22,121490948.22,244.83,5.94,69.7,2,86,174.78
499,8,2020-04-01,11108720.0,11108720.0,-89.18,-90.86,59.7,1,34,-29.63
500,8,2020-05-01,40028154.79,14009889.9,-47.84,260.33,73.7,5,29,0.78
501,8,2020-06-01,46375237.92,46375237.92,-44.81,15.86,70.8,1,51,1.43
502,8,2020-07-01,71098395.69,71098395.69,-2.61,53.31,66.9,2,88,25.19
503,8,2020-08-01,32190385.24,32190385.24,-54.67,-54.72,69.9,2,36,-4.84
504,8,2020-09-01,135137018.27,135137018.27,68.66,319.81,56.1,2,54,63.64
505,8,2020-10-01,47957509.19,32196344.88,-44.55,-64.51,74.7,5,25,3.15
506,8,2020-11-01,47919228.85,47919228.85,-45.25,-0.08,53.7,2,43,-5.67
507,8,2020-12-01,32159076.95,32159076.95,-26.26,-32.89,58.3,1,75,7.56
508,8,2021-01-01,29507071.94,25998891.88,-53.83,-8.25,73.6,4,28,-2.86
509,8,2021-02-01,38509230.5,38509230.5,-66.42,30.51,58.9,1,76,-16.29
510,8,2021-03-01,64434514.42,64434514.42,-46.96,67.32,60.2,2,45,-4.1
511,8,2021-04-01,83564423.67,83564423.67,652.24,29.69,55.0,1,15,413.34
512,8,2021-05-01,51275919.91,49617841.68,28.1,-38.64,100.0,8,69,56.86
513,8,2021-06-01,26326627.97,26326627.97,-43.23,-48.66,67.5,2,39,1.06
514,8,2021-08-01,66263369.25,38620350.6,-6.8,151.7,80.6,3,87,28.16
515,8,2021-09-01,58745185.43,58745185.43,82.49,-11.35,62.2,2,19,74.37
516,8,2021-10-01,21663544.05,21663544.05,-83.97,-63.12,41.1,1,82,-33.94
517,8,2021-11-01,28780474.68,28780474.68,-39.99,32.85,72.8,2,62,5.13
518,8,2021-12-01,62065825.99,12529404.04,29.52,115.65,58.1,3,82,40.95
519,8,2022-01-01,50709082.56,50958289.5,57.68,-18.3,77.5,5,42,65.61
520,8,2022-02-01,57049594.76,57049594.76,93.34,12.5,71.3,2,19,84.52
521,8,2022-03-01,83510938.55,83510938.55,116.86,46.38,73.4,1,67,99.48
522,8,2022-04-01,86176471.17,80792575.2,33.74,3.19,60.7,3,86,44.52
523,8,2022-05-01,93813193.9,110148985.35,12.26,8.86,66.4,3,48,33.92
524,8,2022-07-01,10648853.15,10648853.15,-79.23,-88.65,39.9,2,79,-31.58
525,8,2022-08-01,30313963.16,26446068.68,15.15,184.67,88.3,7,41,44.41
526,8,2022-09-01,102507377.39,92635815.3,54.7,238.15,59.2,3,69,56.5
527,8,2022-10-01,32498483.32,32498483.32,-44.68,-68.3,64.6,2,81,-0.97
528,8,2022-11-01,118414680.3,118414680.3,446.61,264.37,44.2,1,30,285.65
529,8,2022-12-01,77169873.25,77169873.25,168.13,-34.83,64.0,2,69,126.48
530,8,2023-01-01,34153923.87,38613501.28,-44.97,-55.74,71.0,3,71,1.42
531,8,2023-02-01,8027668.8,8027668.8,-84.17,-76.5,70.3,1,35,-22.38
532,8,2023-03-01,128598884.01,106959176.04,125.42,1501.95,45.5,3,40,93.45
533,8,2023-05-01,40236197.6,40236197.6,-51.82,-68.71,72.6,2,83,-2.05
534,8,2023-06-01,62297908.18,72824670.0,-27.71,54.83,49.9,3,65,3.33
535,8,2023-09-01,109644559.44,109644559.44,16.88,76.0,43.1,1,69,27.37
536,8,2023-10-01,58471044.25,41375599.81,449.08,-46.67,51.4,3,58,290.01
537,8,2023-11-01,109742037.44,109742037.44,262.02,87.69,70.9,1,67,185.57
538,8,2023-12-01,138785048.97,136751527.44,35.39,26.46,59.9,3,20,45.19
539,8,2024-01-01,33269176.62,33269176.62,2.37,-76.03,63.5,2,66,26.82
540,8,2024-02-01,31480997.21,31480997.21,-73.41,-5.37,46.9,1,75,-25.29
541,8,2024-03-01,211534094.16,211534094.16,174.11,571.94,62.7,1,76,129.55
542,8,2024-04-01,42527337.06,42527337.06,24.52,-79.9,65.7,1,62,40.99
543,8,2024-05-01,54330099.18,54330099.18,576.79,27.75,72.2,2,59,374.95
544,8,2024-06-01,63763438.64,63763438.64,-50.42,17.36,64.7,2,87,-4.37
545,9,2018-02-01,20733475.4,20733475.4,,,58.3,1,60,23.32
546,9,2018-03-01,13342927.22,13342927.22,,-35.65,54.8,2,72,21.92
547,9,2018-04-01,22016418.82,23838714.2,,65.0,78.0,3,46,31.2
548,9,2018-05-01,39022092.33,39022092.33,,77.24,63.3,2,56,25.32
549,9,2018-06-01,21375363.39,7034898.6,,-45.22,90.3,5,52,36.12
550,9,2018-07-01,26066905.47,32543953.7,,21.95,53.1,3,27,21.24
551,9,2018-08-01,15254189.09,15254189.09,,-41.48,42.0,1,15,16.8
552,9,2018-09-01,25428083.14,14052753.0,,66.7,69.3,3,55,27.72
553,9,2018-10-01,38514442.33,38514442.33,,51.46,66.5,2,71,26.6
554,9,2018-11-01,26148712.82,19979614.35,,-32.11,58.6,3,76,23.44
555,9,2018-12-01,11832787.44,11832787.44,,-54.75,65.8,1,31,26.32
556,9,2019-02-01,18888907.74,18888907.74,,59.63,49.2,2,60,19.68
557,9,2019-04-01,20842266.3,20842266.3,0.52,10.34,59.7,2,16,24.19
558,9,2019-05-01,5850842.64,5850842.64,-56.15,-71.93,63.4,1,52,-8.33
559,9,2019-06-01,38416375.19,20847827.0,74.49,556.6,78.1,3,20,75.93
560,9,2019-07-01,5828799.9,5828799.9,-85.06,-84.83,54.2,1,37,-29.36
561,9,2019-09-01,18585055.1,20058084.95,-13.05,218.85,49.8,3,57,12.09
562,9,2019-10-01,6171754.3,6171754.3,-76.32,-66.79,56.8,1,83,-23.07
563,9,2019-11-01,27452568.74,29143380.08,79.97,344.81,74.5,4,79,77.78
564,9,2019-12-01,29376331.78,22192406.0,15.53,7.01,71.7,3,85,38.0
565,9,2020-01-01,19148933.3,19341730.58,-50.28,-34.82,75.5,4,23,0.03
566,9,2020-03-01,10948508.98,10948508.98,-58.13,-42.82,62.2,2,18,-10.0
567,9,2020-04-01,16243871.53,21478146.8,37.28,48.37,81.4,3,84,54.93
568,9,2020-05-01,10462116.34,10462116.34,-44.61,-35.59,75.5,2,55,3.43
569,9,2020-06-01,25683607.47,25683607.47,23.23,145.49,46.2,2,56,32.42
570,9,2020-07-01,36263586.56,36263586.56,519.8,41.19,61.1,2,82,336.32
571,9,2020-08-01,32528938.86,15568320.16,-15.33,-10.3,56.0,4,72,13.2
572,9,2020-09-01,20974486.52,20974486.52,259.84,-35.52,32.9,1,34,169.06
573,9,2020-10-01,2507241.6,2507241.6,-86.51,-88.05,47.9,1,42,-32.75
574,9,2020-12-01,30368498.82,30742493.76,392.06,1111.23,64.1,3,58,260.88
575,9,2021-01-01,22631998.66,10185968.31,-17.56,-25.48,55.5,3,77,11.66
576,9,2021-02-01,23174030.83,23174030.83,-21.11,2.39,41.6,2,79,3.97
577,9,2021-03-01,13890905.7,10517250.88,-27.46,-40.06,60.7,4,52,7.8
578,9,2021-05-01,14056397.24,14056397.24,28.39,1.19,74.8,2,61,46.95
579,9,2021-06-01,20139435.6,20139435.6,23.98,43.28,61.1,1,75,38.83
580,9,2021-07-01,36433344.96,36433344.96,248.24,80.91,55.0,1,34,170.94
581,9,2021-09-01,9550948.25,9500988.56,-62.81,-73.79,69.8,4,20,-9.77
582,9,2021-11-01,10004921.54,10004921.54,-72.41,4.75,60.4,2,82,-19.29
583,9,2021-12-01,26437309.46,26437309.46,-18.73,164.24,55.0,1,17,10.76
584,9,2022-01-01,19273657.72,16535090.0,-8.11,-27.1,81.4,5,34,27.69
585,9,2022-02-01,12612167.55,7754842.72,403.03,-34.56,90.5,3,51,278.02
586,9,2022-03-01,47618693.64,26788713.53,56.8,277.56,48.0,4,29,53.28
587,9,2022-04-01,15682040.4,15682040.4,-30.71,-67.07,40.8,1,17,-2.11
588,9,2022-05-01,24837531.04,21331736.9,7.18,58.38,69.4,3,51,32.07
589,9,2022-07-01,25487563.8,25487563.8,83.48,2.62,53.3,1,25,71.41
590,9,2022-08-01,12792477.5,12792477.5,-8.99,-49.81,61.5,2,62,19.21
591,9,2022-09-01,32323720.59,32323720.59,60.5,152.68,34.3,1,22,50.02
592,9,2022-11-01,22311629.64,22311629.64,-38.76,-30.97,47.2,2,74,-4.38
593,9,2022-12-01,14147729.54,14347297.96,48.13,-36.59,66.2,3,53,55.36
594,9,2023-01-01,9904866.3,9904866.3,-1.0,-29.99,49.2,1,89,19.08
595,9,2023-02-01,11788669.87,11536663.13,-55.41,19.02,64.7,4,46,-7.37
596,9,2023-03-01,17170085.13,14845108.21,-10.91,45.65,54.2,3,29,15.13
597,9,2023-04-01,27006451.95,18398304.99,114.13,57.29,62.8,3,66,93.6
598,9,2023-05-01,10587252.32,10587252.32,-77.77,-60.8,47.5,2,63,-27.66
599,9,2023-06-01,26954564.06,15180744.54,71.88,154.59,67.6,6,16,70.17
600,9,2023-07-01,26114092.69,17534832.6,5.14,-3.12,75.5,4,81,33.28
601,9,2023-08-01,12861551.25,11304702.15,-49.54,-50.75,71.0,4,30,-1.32
602,9,2023-09-01,26295534.4,26295534.4,105.55,104.45,66.9,2,69,90.09
603,9,2023-10-01,41638615.97,41638615.97,28.82,58.35,55.4,2,29,39.45
604,9,2023-11-01,43061687.22,43061687.22,93.0,3.42,66.9,2,26,82.56
605,9,2023-12-01,24617080.76,19430255.7,74.0,-42.83,93.0,4,58,81.6
606,9,2024-01-01,34995694.24,34995694.24,253.32,42.16,46.8,1,61,170.71
607,9,2024-02-01,41306155.87,41306155.87,250.39,18.03,51.1,2,63,170.67
608,9,2024-04-01,23761208.07,15115826.4,38.39,-42.48,80.8,5,70,55.35
609,9,2024-05-01,38547584.04,38547584.04,42.73,62.23,55.8,1,26,47.96
610,9,2024-06-01,14413602.86,14873336.77,36.14,-62.61,71.8,4,44,50.4
611,10,2018-01-01,8601228.34,8601228.34,,,83.7,2,51,33.48
612,10,2018-02-01,7166857.72,7166857.72,,-16.68,65.3,2,17,26.12
613,10,2018-04-01,12912198.81,12092513.16,,80.17,63.0,3,50,25.2
614,10,2018-06-01,18682695.27,18682695.27,,44.69,53.8,2,71,21.52
615,10,2018-07-01,9160128.42,9160128.42,,-50.97,51.6,2,60,20.64
616,10,2018-08-01,3318618.8,3318618.8,,-63.77,47.6,1,20,19.04
617,10,2018-11-01,19017501.65,19017501.65,,473.05,55.2,1,20,22.08
618,10,2018-12-01,8529719.8,8529719.8,,-55.15,46.1,1,20,18.44
619,10,2019-01-01,57128112.04,57128112.04,,569.75,71.1,2,54,28.44
620,10,2019-02-01,25390173.62,25390173.62,,-55.56,50.5,2,57,20.2
621,10,2019-04-01,2391356.0,2391356.0,,-90.58,52.7,1,85,21.08
622,10,2019-06-01,12206897.89,14531835.84,,410.46,78.9,3,53,31.56
623,10,2019-07-01,44803546.16,44803546.16,420.9,267.03,48.4,1,19,271.9
624,10,2019-08-01,30660383.52,30660383.52,327.81,-31.57,63.7,2,85,222.17
625,10,2019-09-01,22184855.99,23136440.6,71.81,-27.64,70.2,4,90,71.17
626,10,2019-10-01,26857362.51,26857362.51,43.76,21.06,40.8,1,32,42.58
627,10,2019-12-01,11104477.2,11104477.2,21.23,-58.65,57.7,1,31,35.82
628,10,2020-01-01,24666338.7,16704499.15,643.27,122.13,69.3,4,76,413.68
629,10,2020-02-01,7483583.8,7483583.8,-60.65,-69.66,66.0,1,17,-9.99
630,10,2020-04-01,16618015.94,16962966.2,94.82,122.06,73.4,3,66,86.25
631,10,2020-05-01,112410759.23,112410759.23,96.77,576.44,67.7,1,88,85.14
632,10,2020-06-01,34185757.14,34185757.14,34.64,-69.59,59.8,2,19,44.7
633,10,2020-07-01,14729000.85,14729000.85,515.93,-56.91,50.4,1,64,329.72
634,10,2020-08-01,30080148.23,30080148.23,146.42,104.22,43.4,1,54,105.21
635,10,2020-09-01,9050575.5,9050575.5,-79.8,-69.91,60.1,2,54,-23.84
636,10,2020-11-01,10836987.4,10836987.4,-64.65,19.74,77.2,1,45,-7.91
637,10,2020-12-01,10491945.69,10491945.69,-52.71,-3.18,43.6,1,57,-14.19
638,10,2021-03-01,36730312.53,51018399.2,36.76,250.08,70.8,3,70,50.38
